Latitude,Longitude,Depth,Datetime,Dynamic_height
76.0919,-156.0184,1.665513916015625,2011-01-01,0.2968819824501509
76.0832,-156.0258,1.6553248291015623,2011-01-01,0.2118302860297423
76.0872,-155.988,1.617900390625,2011-01-02,0.7581837715001605
76.0894,-155.9821,1.6152213134765625,2011-01-02,0.7682898557684453
76.1115,-156.2281,1.831941650390625,2011-01-03,0.7561477937396326
76.1324,-156.4645,2.058548095703125,2011-01-03,0.7596372805660219
76.4896,-157.9283,2.038646240234375,2011-01-05,0.7264267936913685
76.5154,-157.9531,1.9961966552734376,2011-01-05,0.726269957987926
76.5805,-158.1378,1.80733544921875,2011-01-06,0.7172502178207848
76.6066,-158.237,1.60256494140625,2011-01-06,0.7147392284281734
76.6489,-158.4803,1.8140667724609367,2011-01-07,0.7120527615632276
76.6569,-158.565,1.7616817626953123,2011-01-07,0.7162459081227769
76.676,-158.6889,1.786875244140625,2011-01-08,0.7100439734428359
76.6697,-158.6995,1.7779700927734374,2011-01-08,0.7165839345837481
76.6923,-158.7303,1.7822508544921876,2011-01-09,0.7096748586325491
76.7157,-158.7628,1.7344200439453126,2011-01-09,0.7090266043756315
76.8467,-159.1384,1.782420654296875,2011-01-10,0.6993179750831454
76.8707,-159.275,1.737753173828125,2011-01-10,0.6962768079386217
76.9133,-159.4823,1.1296036376953125,2011-01-11,0.4539250488816896
76.933,-159.5166,1.0928707275390626,2011-01-11,0.575745828382556
76.9854,-159.4893,1.16118701171875,2011-01-12,0.6876125845355905
76.9963,-159.4868,1.2585811767578126,2011-01-12,0.6883142436265267
77.0766,-159.3797,1.9023179931640624,2011-01-13,0.8410004432898254
77.0992,-159.3639,1.9096116943359376,2011-01-13,1.017121317837417
77.1278,-159.2385,1.7951451416015625,2011-01-14,0.6916070286225728
77.1269,-159.2065,1.7524996337890626,2011-01-14,0.692994584770102
77.1052,-159.1572,1.6781954345703125,2011-01-15,0.6950395430586214
77.0915,-159.1778,1.6856182861328124,2011-01-15,0.6953635937099442
77.0729,-159.187,1.6354166259765626,2011-01-16,0.4645129174606497
77.0736,-159.1412,1.51298974609375,2011-01-16,0.5603368105724531
77.0474,-158.8033,1.1132523193359376,2011-01-17,0.714766456064338
77.0102,-158.7775,0.9928623046875,2011-01-17,0.6988427082775407
76.913,-158.325,1.3647933349609376,2011-01-18,0.6917125642177264
76.846,-158.273,1.1207078857421875,2011-01-18,1.7330998578222272
76.748,-158.1299,1.5705865478515626,2011-01-19,0.7206303246647099
76.7287,-157.9246,1.6937200927734375,2011-01-20,0.7196853917363873
76.7292,-157.8938,1.677542236328125,2011-01-20,0.7247146471338208
76.7329,-157.8891,1.6630322265625,2011-01-21,0.7210814878482861
76.7308,-157.8861,1.7007440185546876,2011-01-21,0.7214826155688
76.7251,-157.9076,1.7028714599609376,2011-01-22,0.7215154408292842
76.7236,-157.9083,1.7028714599609376,2011-01-22,0.7207171611023295
76.7249,-157.8887,1.7124375,2011-01-23,0.7196814170530487
76.7275,-157.8689,1.7114144287109374,2011-01-23,0.7171843333603254
76.7771,-157.7353,1.5821727294921877,2011-01-24,0.7182445162217043
76.8021,-157.7225,1.5902259521484374,2011-01-24,0.7162240795682232
76.8606,-157.5962,1.8531163330078124,2011-01-25,0.714129746187709
76.8656,-157.483,1.889999877929688,2011-01-25,0.7131027547838756
78.374,-149.933,3.82013916015625,2011-01-01,0.6653891415369145
78.3696,-149.9082,3.821723876953125,2011-01-01,0.671387698696517
78.3684,-149.791,3.8251552734375,2011-01-02,0.663074513246657
78.3635,-149.7325,3.822812744140625,2011-01-02,0.6732448447382825
78.3641,-149.5733,3.825587890625,2011-01-03,0.6622155875257282
78.3721,-149.549,3.826152587890625,2011-01-03,0.6689692126460609
78.4275,-149.7853,3.80004541015625,2011-01-04,0.6625734756489965
78.4691,-149.9874,3.810979736328125,2011-01-04,0.7490255870312682
78.6448,-150.4856,3.84413916015625,2011-01-05,0.6505057443612965
78.7114,-150.5391,3.849589599609375,2011-01-05,0.6021271891806799
78.8363,-150.5471,3.8480869140625,2011-01-06,0.642897262097306
78.8579,-150.6805,3.825877685546875,2011-01-07,0.6439952846510111
78.8568,-150.7303,3.82354296875,2011-01-07,0.6521358014226896
78.8473,-150.7823,3.824244384765625,2011-01-08,0.6421624719078979
78.8325,-150.7485,3.82576416015625,2011-01-08,0.6450954389773942
78.7847,-150.5494,3.849520263671875,2011-01-09,0.6632465093928649
78.828,-150.6367,3.840237060546875,2011-01-12,0.6440379829646172
78.8299,-150.5977,3.845088623046875,2011-01-12,0.6580445948935202
78.8627,-150.4715,3.843103271484375,2011-01-13,0.6443404724658158
78.8868,-150.4366,3.841509033203125,2011-01-13,0.6417422816792091
78.9286,-150.0888,3.838906982421875,2011-01-14,0.6370986990122854
78.9226,-149.9646,3.8327646484375,2011-01-14,0.6378583681932644
78.8565,-149.6163,3.8178017578125,2011-01-15,0.6379513305708007
78.8185,-149.5636,3.819636474609375,2011-01-15,0.6431626187686448
78.7532,-149.3295,3.823465087890625,2011-01-16,0.6459852899560862
78.738,-149.2033,3.8164716796875,2011-01-16,0.6497923357278766
78.7137,-148.7933,3.837329345703125,2011-01-17,0.6426811024909389
78.6565,-148.6661,3.8298779296875,2011-01-17,0.6425473628056568
78.5833,-148.2691,3.83566162109375,2011-01-18,0.6449578326987035
78.5645,-148.256,3.8323681640625,2011-01-18,0.6480539558577499
78.4809,-148.2456,3.8280048828125,2011-01-19,0.6483964215560176
78.4578,-148.2151,3.831681884765625,2011-01-19,0.6512880517672462
78.4414,-148.0907,3.812359619140625,2011-01-20,0.6484423150483694
78.4424,-148.0763,3.811421142578125,2011-01-20,0.6510471232897944
78.4435,-148.0748,3.810415771484375,2011-01-21,0.6461562182804739
78.4436,-148.0746,3.810415771484375,2011-01-22,0.6468701670191983
78.4436,-148.0743,3.810415771484375,2011-01-22,0.6450874580753699
78.4438,-148.0734,3.810415771484375,2011-01-23,0.6474994543324166
78.4437,-148.0729,3.810415771484375,2011-01-23,0.6439659643726795
78.4549,-148.0466,3.80975146484375,2011-01-24,0.6450010097714748
78.4597,-148.0457,3.80975146484375,2011-01-24,0.6416652046152386
78.4947,-147.8619,3.78743896484375,2011-01-25,0.6414903710790323
78.5043,-147.7159,3.805492919921875,2011-01-25,0.6332127150029919
78.5141,-147.3536,3.825564697265625,2011-01-26,0.6364448495489756
78.5081,-147.3107,3.826066650390625,2011-01-26,0.6381296235542661
78.4797,-147.2138,3.825371337890625,2011-01-27,0.6379447454705003
78.4738,-147.1858,3.824766845703125,2011-01-27,0.641762094374922
78.4908,-147.0116,3.825239990234375,2011-01-28,0.6365937981820036
78.4866,-146.9573,3.824501953125,2011-01-28,0.6401778518777705
78.4865,-146.8912,3.823986572265625,2011-01-29,0.6371521703413142
78.4888,-146.8545,3.8236083984375,2011-01-29,0.6410226923012545
78.5191,-146.7796,3.822162841796875,2011-01-30,0.636325797636478
78.5416,-146.7861,3.821944580078125,2011-01-30,0.6286312055777553
78.6104,-146.8303,3.8198017578125,2011-01-31,0.626764903093369
78.6191,-146.8495,3.820210205078125,2011-01-31,0.6250928087067549
78.6597,-146.632,3.816125244140625,2011-02-01,0.2929898977936948
78.6352,-146.5297,3.81560986328125,2011-02-02,0.6249211199128866
78.6236,-146.5591,3.81628369140625,2011-02-02,0.6281500796282905
