Datetime,Latitude,Longitude,Dynamic_Height
2011-09-01 00:00:00,75.25,-179.25,0.5799229046325581
2011-09-01 00:00:00,75.25,-178.5,0.5737503908461448
2011-09-01 00:00:00,75.25,-177.75,0.5707425940264639
2011-09-01 00:00:00,75.25,-177.0,0.5657940072111274
2011-09-01 00:00:00,75.25,-176.25,0.58170128040405
2011-09-01 00:00:00,75.25,-175.5,0.5688630527523406
2011-09-01 00:00:00,75.25,-174.75,0.5788636044524924
2011-09-01 00:00:00,75.25,-174.0,0.5975527753045351
2011-09-01 00:00:00,75.25,-173.25,0.5999763404795367
2011-09-01 00:00:00,75.25,-172.5,0.5950967999645225
2011-09-01 00:00:00,75.25,-171.75,0.5939120071962607
2011-09-01 00:00:00,75.25,-171.0,0.6017562369631473
2011-09-01 00:00:00,75.25,-170.25,0.6019624046689982
2011-09-01 00:00:00,75.25,-169.5,0.6101552893921353
2011-09-01 00:00:00,75.25,-168.75,0.6082786328537508
2011-09-01 00:00:00,75.25,-168.0,0.611096125475578
2011-09-01 00:00:00,75.25,-167.25,0.6160358052050235
2011-09-01 00:00:00,75.25,-166.5,0.6143481138976996
2011-09-01 00:00:00,75.25,-165.75,0.6185844696750682
2011-09-01 00:00:00,75.25,-165.0,0.6112307034254665
2011-09-01 00:00:00,75.25,-164.25,0.6222908248454201
2011-09-01 00:00:00,75.25,-163.5,0.615367374415566
2011-09-01 00:00:00,75.25,-162.75,0.6157022641208965
2011-09-01 00:00:00,75.25,-162.0,0.659379358408993
2011-09-01 00:00:00,75.25,-161.25,0.6602018542744396
2011-09-01 00:00:00,75.25,-160.5,0.6546352912184097
2011-09-01 00:00:00,75.25,-159.75,0.6580894021331987
2011-09-01 00:00:00,75.25,-159.0,0.6484621575860894
2011-09-01 00:00:00,75.25,-158.25,0.7053281637751482
2011-09-01 00:00:00,75.25,-157.5,0.7031102657151738
2011-09-01 00:00:00,75.25,-156.75,0.7402229176098343
2011-09-01 00:00:00,75.25,-156.0,0.725902558912671
2011-09-01 00:00:00,75.25,-155.25,0.7437520928669322
2011-09-01 00:00:00,75.25,-154.5,0.7176832200814537
2011-09-01 00:00:00,75.25,-153.75,0.7178731879787833
2011-09-01 00:00:00,75.25,-153.0,0.6883129061750053
2011-09-01 00:00:00,75.25,-152.25,0.6751958371945006
2011-09-01 00:00:00,75.25,-151.5,0.6969624073985876
2011-09-01 00:00:00,75.25,-150.75,0.740405950660314
2011-09-01 00:00:00,75.25,-150.0,0.735918354293575
2011-09-01 00:00:00,75.25,-149.25,0.6940350958263186
2011-09-01 00:00:00,75.25,-148.5,0.6593499446606135
2011-09-01 00:00:00,75.25,-147.75,0.6507455976343169
2011-09-01 00:00:00,75.25,-147.0,0.6573328455568719
2011-09-01 00:00:00,75.25,-146.25,0.6741634806064052
2011-09-01 00:00:00,75.25,-145.5,0.6571467373487935
2011-09-01 00:00:00,75.25,-144.75,0.6470009340822171
2011-09-01 00:00:00,75.25,-144.0,0.6123175507835367
2011-09-01 00:00:00,75.25,-143.25,0.6380386777371652
2011-09-01 00:00:00,75.25,-142.5,0.6020617782672888
2011-09-01 00:00:00,75.25,-141.75,0.6529222138696745
2011-09-01 00:00:00,75.25,-141.0,0.6790516850706542
2011-09-01 00:00:00,75.25,-140.25,0.6769038763581239
2011-09-01 00:00:00,75.25,-139.5,0.674530805114124
2011-09-01 00:00:00,75.25,-138.75,0.659417006221344
2011-09-01 00:00:00,75.25,-138.0,0.665183854236454
2011-09-01 00:00:00,75.25,-137.25,0.6901575924669431
2011-09-01 00:00:00,75.25,-136.5,0.597644586276917
2011-09-01 00:00:00,75.25,-135.75,0.5811672991341449
2011-09-01 00:00:00,75.25,-135.0,0.5862599668804088
2011-09-01 00:00:00,75.25,-134.25,0.6120829065755704
2011-09-01 00:00:00,75.25,-133.5,0.6449749042533026
2011-09-01 00:00:00,75.25,-132.75,0.6318263795160545
2011-09-01 00:00:00,75.25,-132.0,0.6221835883409024
2011-09-01 00:00:00,75.25,-131.25,0.6138530006272842
2011-09-01 00:00:00,75.25,-130.5,0.5975636397830268
2011-09-01 00:00:00,75.25,-129.75,0.5971520675701499
2011-09-01 00:00:00,75.25,-129.0,0.5960013014713734
2011-09-01 00:00:00,75.25,-128.25,0.6004747539336486
2011-09-01 00:00:00,75.25,-127.5,0.599291319659964
2011-09-01 00:00:00,75.25,-126.75,0.5994296641551156
2011-09-01 00:00:00,75.25,-126.0,0.6015072217003324
2011-09-01 00:00:00,75.25,-125.25,0.6010178333056906
2011-09-01 00:00:00,75.25,-124.5,0.6010609750168049
2011-09-01 00:00:00,75.25,-123.75,0.5996908406347747
2011-09-01 00:00:00,75.25,-123.0,0.6013258371801976
2011-09-01 00:00:00,75.25,-122.25,0.5961737615813911
2011-09-01 00:00:00,75.25,-121.5,0.5934106009881617
2011-09-01 00:00:00,75.25,-120.75,0.5966824159813258
2011-09-01 00:00:00,75.25,-120.0,0.593333020386787
2011-09-01 00:00:00,75.25,-119.25,0.5911456025115857
2011-09-01 00:00:00,75.25,-118.5,0.5980375809767431
2011-09-01 00:00:00,75.25,-117.75,0.5953612582094181
2011-09-01 00:00:00,75.25,-117.0,0.5940446201490371
2011-09-01 00:00:00,75.25,-116.25,0.5986880487780497
2011-09-01 00:00:00,75.25,-115.5,0.5961851082655525
2011-09-01 00:00:00,75.25,-114.75,0.603153841219983
2011-09-01 00:00:00,75.25,-114.0,0.6007903320763475
2011-09-01 00:00:00,75.25,-113.25,0.6018984360209624
2011-09-01 00:00:00,75.25,-112.5,0.6013805411976567
2011-09-01 00:00:00,75.25,-111.75,0.6013710034851235
2011-09-01 00:00:00,75.25,-111.0,0.5940890213901526
2011-09-01 00:00:00,75.25,-110.25,0.485669205128156
2011-09-01 00:00:00,75.25,-109.5,0.4856692169282615
2011-09-01 00:00:00,75.25,-108.75,nan
2011-09-01 00:00:00,75.25,-108.0,nan
2011-09-01 00:00:00,75.25,-107.25,nan
2011-09-01 00:00:00,75.25,-106.5,nan
2011-09-01 00:00:00,75.25,-105.75,nan
2011-09-01 00:00:00,75.25,-105.0,nan
2011-09-01 00:00:00,75.25,-104.25,nan
2011-09-01 00:00:00,75.25,-103.5,nan
2011-09-01 00:00:00,75.25,-102.75,nan
2011-09-01 00:00:00,75.25,-102.0,nan
2011-09-01 00:00:00,75.25,-101.25,nan
2011-09-01 00:00:00,75.25,-100.5,nan
2011-09-01 00:00:00,75.25,-99.75,nan
2011-09-01 00:00:00,75.25,-99.0,nan
2011-09-01 00:00:00,75.25,-98.25,nan
2011-09-01 00:00:00,75.25,-97.5,nan
2011-09-01 00:00:00,75.25,-96.75,nan
2011-09-01 00:00:00,75.25,-96.0,nan
2011-09-01 00:00:00,75.25,-95.25,nan
2011-09-01 00:00:00,75.25,-94.5,nan
2011-09-01 00:00:00,75.25,-93.75,nan
2011-09-01 00:00:00,75.25,-93.0,nan
2011-09-01 00:00:00,75.25,-92.25,nan
2011-09-01 00:00:00,75.25,-91.5,nan
2011-09-01 00:00:00,75.25,-90.75,nan
2011-09-01 00:00:00,75.25,-90.0,nan
2011-09-01 00:00:00,75.25,-89.25,nan
2011-09-01 00:00:00,75.25,-88.5,nan
2011-09-01 00:00:00,75.25,-87.75,nan
2011-09-01 00:00:00,75.25,-87.0,nan
2011-09-01 00:00:00,75.25,-86.25,nan
2011-09-01 00:00:00,75.25,-85.5,nan
2011-09-01 00:00:00,75.25,-84.75,nan
2011-09-01 00:00:00,75.25,-84.0,nan
2011-09-01 00:00:00,75.25,-83.25,nan
2011-09-01 00:00:00,75.25,-82.5,nan
2011-09-01 00:00:00,75.25,-81.75,nan
2011-09-01 00:00:00,75.25,-81.0,nan
2011-09-01 00:00:00,75.25,-80.25,nan
2011-09-01 00:00:00,75.25,-79.5,nan
2011-09-01 00:00:00,75.25,-78.75,nan
2011-09-01 00:00:00,75.25,-78.0,nan
2011-09-01 00:00:00,75.25,-77.25,nan
2011-09-01 00:00:00,75.25,-76.5,nan
2011-09-01 00:00:00,75.25,-75.75,nan
2011-09-01 00:00:00,75.25,-75.0,nan
2011-09-01 00:00:00,75.25,-74.25,nan
2011-09-01 00:00:00,75.25,-73.5,nan
2011-09-01 00:00:00,75.25,-72.75,nan
2011-09-01 00:00:00,75.25,-72.0,nan
2011-09-01 00:00:00,75.25,-71.25,nan
2011-09-01 00:00:00,75.25,-70.5,nan
2011-09-01 00:00:00,75.25,-69.75,nan
2011-09-01 00:00:00,75.25,-69.0,nan
2011-09-01 00:00:00,75.25,-68.25,nan
2011-09-01 00:00:00,75.25,-67.5,nan
2011-09-01 00:00:00,75.25,-66.75,nan
2011-09-01 00:00:00,75.25,-66.0,nan
2011-09-01 00:00:00,75.25,-65.25,nan
2011-09-01 00:00:00,75.25,-64.5,nan
2011-09-01 00:00:00,75.25,-63.75,nan
2011-09-01 00:00:00,75.25,-63.0,nan
2011-09-01 00:00:00,75.25,-62.25,nan
2011-09-01 00:00:00,75.25,-61.5,nan
2011-09-01 00:00:00,75.25,-60.75,nan
2011-09-01 00:00:00,75.25,-60.0,nan
2011-09-01 00:00:00,75.25,-59.25,nan
2011-09-01 00:00:00,75.25,-58.5,nan
2011-09-01 00:00:00,75.25,-57.75,nan
2011-09-01 00:00:00,75.25,-57.0,nan
